	enraged	set	inspire	durability	text	freeze	cost	divine_shield	immunetospellpower	adjacent_buff	id	playerClass	charge	choose_one	poisonous	attack	overload	secret	invisibledeathrattle	health	spellDamage	combo	cant_be_targeted_by_hero_powers	type	aura	collectible	taunt	forgetful	topdeck	deathrattle	stealth	cant_attack	name	artist	ritual	windfury	rarity	race	cant_be_targeted_by_abilities	battlecry	silence
212	0	og	0	0	<b>battlecry:</b>_cast_a_random_spell_for_each_spell_you've_cast_this_game_<i>(targets_chosen_randomly)</i>.	0	10	0	0	0	og_134	neutral	0	0	0	7	0	0	0	5	0	0	0	minion	0	True	0	0	0	0	0	0	yogg-saron,_hope's_end	tooth	0	0	legendary		0	1	0
213	0	expert1	0	0	<b>deathrattle:</b>_draw_a_card.	0	2	0	0	0	ex1_096	neutral	0	0	0	2	0	0	0	1	0	0	0	minion	0	True	0	0	0	1	0	0	loot_hoarder	jim_nelson	0	0	common		0	0	0
214	0	tgt	0	0	deal_$8_damage_to_a_minion.	0	5	0	0	0	at_001	mage	0	0	0		0	0	0		0	0	0	spell	0	True	0	0	0	0	0	0	flame_lance	nutthapon_petchthai	0	0	common		0	0	0
215	0	og	0	0	at_the_start_of_your_opponent's_turn,_they_have_a_50%_chance_to_draw_an_extra_card.	0	2	0	0	0	og_338	neutral	0	0	0	2	0	0	0	4	0	0	0	minion	0	True	0	0	0	0	0	0	nat,_the_darkfisher	steve_prescott	0	0	legendary		0	0	0
216	0	og	0	0	<b>battlecry:</b>_deal_damage_equal_to_this_minion's_attack_randomly_split_among_all_enemies.	0	10	0	0	0	og_280	neutral	0	0	0	6	0	0	0	6	0	0	0	minion	0	True	0	0	0	0	0	0	c'thun	james_ryman	0	0	legendary		0	1	0
217	0	og	0	0	"[x]<b>taunt</b>
<b>battlecry:</b>_give_your_c'thun
<b>taunt</b>_<i>(wherever_it_is).</i>"	0	2	0	0	0	og_284	neutral	0	0	0	1	0	0	0	4	0	0	0	minion	0	True	1	0	0	0	0	0	twilight_geomancer	eric_braddock	1	0	common		0	1	0
218	0	gvg	0	0	<b>deathrattle:</b>_shuffle_this_minion_into_your_deck.	0	7	0	0	0	gvg_035	druid	0	0	0	9	0	0	0	7	0	0	0	minion	0	True	0	0	0	1	0	0	malorne	oliver_chipping	0	0	legendary	beast	0	0	0
219	0	core	0	0	<b>taunt</b>	0	8	0	0	0	cs2_232	druid	0	0	0	8	0	0	0	8	0	0	0	minion	0	True	1	0	0	0	0	0	ironbark_protector	dave_allsop	0	0	common		0	0	0
220	1	og	0	0	<b>enrage:</b>_+2_attack.	0	4	0	0	0	og_150	neutral	0	0	0	3	0	0	0	5	0	0	0	minion	0	True	0	0	0	0	0	0	aberrant_berserker	jim_nelson	0	0	common		0	0	0
221	0	core	0	0		0	4	0	0	0	cs2_182	neutral	0	0	0	4	0	0	0	5	0	0	0	minion	0	True	0	0	0	0	0	0	chillwind_yeti	mauro_cascioli	0	0	common		0	0	0
222	0	expert1	0	0	deal_$2_damage_to_a_minion._if_it_survives,_draw_a_card.	0	2	0	0	0	ex1_391	warrior	0	0	0		0	0	0		0	0	0	spell	0	True	0	0	0	0	0	0	slam	e.m._gist	0	0	common		0	0	0
223	0	core	0	0	your_other_beasts_have_+1_attack.	0	1	0	0	0	ds1_175	hunter	0	0	0	1	0	0	0	1	0	0	0	minion	1	True	0	0	0	0	0	0	timber_wolf	malcolm_davis	0	0	free	beast	0	0	0
224	0	tgt	1	0	<b>inspire:</b>_destroy_a_random_minion_for_each_player.	0	6	0	0	0	at_023	warlock	0	0	0	5	0	0	0	4	0	0	0	minion	0	True	0	0	0	0	0	0	void_crusher	skan_srisuwan	0	0	rare	demon	0	0	0
225	0	core	0	0	"gain_5_armor.
draw_a_card."	0	3	0	0	0	ex1_606	warrior	0	0	0		0	0	0		0	0	0	spell	0	True	0	0	0	0	0	0	shield_block	michael_komarck	0	0	common		0	0	0
226	1	gvg	0	0	<b>enrage:</b>_+1_attack.	0	1	0	0	0	gvg_051	warrior	0	0	0	1	0	0	0	3	0	0	0	minion	0	True	0	0	0	0	0	0	warbot	tyler_walpole	0	0	common	mechanical	0	0	0
227	0	expert1	0	0	<b>secret:</b>_when_your_hero_takes_fatal_damage,_prevent_it_and_become_<b>immune</b>_this_turn.	0	3	0	0	0	ex1_295	mage	0	0	0		0	1	0		0	0	0	spell	0	True	0	0	0	0	0	0	ice_block	carl_frank	0	0	epic		0	0	0
228	0	expert1	0	0	deal_$2_damage_to_the_enemy_hero._<b>combo:</b>_return_this_to_your_hand_next_turn.	0	3	0	0	0	ex1_137	rogue	0	0	0		0	0	0		0	1	0	spell	0	True	0	0	0	0	0	0	headcrack	james_zhang	0	0	rare		0	0	0
229	0	core	0	0	<b>taunt</b>	0	1	0	0	0	cs1_042	neutral	0	0	0	1	0	0	0	2	0	0	0	minion	0	True	1	0	0	0	0	0	goldshire_footman	donato_giancola	0	0	common		0	0	0
230	0	expert1	0	0	"give_a_minion_""<b>deathrattle:</b>_resummon_this_minion."""	0	2	0	0	0	cs2_038	shaman	0	0	0		0	0	0		0	0	0	spell	0	True	0	0	0	0	0	0	ancestral_spirit	zoltan_&_gabor	0	0	rare		0	0	0
231	0	core	0	0	<b>battlecry:</b>_summon_a_1/1_murloc_scout.	0	2	0	0	0	ex1_506	neutral	0	0	0	2	0	0	0	1	0	0	0	minion	0	True	0	0	0	0	0	0	murloc_tidehunter	dan_scott	0	0	common	murloc	0	1	0
232	0	loe	0	0	<b>deathrattle:</b>_summon_three_2/2_runts.	0	6	0	0	0	loe_089	neutral	0	0	0	2	0	0	0	6	0	0	0	minion	0	True	0	0	0	1	0	0	wobbling_runts	sam_nielson	0	0	rare		0	0	0
233	0	expert1	0	0	<b>choose_one_-</b>_deal_$5_damage_to_a_minion;_or_$2_damage_to_all_enemy_minions.	0	5	0	0	0	new1_007	druid	0	1	0		0	0	0		0	0	0	spell	0	True	0	0	0	0	0	0	starfall	richard_wright	0	0	rare		0	0	0
234	0	core	0	0	deal_$1_damage_to_a_minion._if_that_kills_it,_draw_a_card.	0	1	0	0	0	ex1_302	warlock	0	0	0		0	0	0		0	0	0	spell	0	True	0	0	0	0	0	0	mortal_coil	matt_gaser	0	0	common		0	0	0
235	0	core	0	0	summon_a_random_beast_companion.	0	3	0	0	0	new1_031	hunter	0	0	0		0	0	0		0	0	0	spell	0	True	0	0	0	0	0	0	animal_companion	wei_wang	0	0	common		0	0	0
236	0	gvg	0	0	<b>battlecry:</b>_add_4_random_murlocs_to_your_hand._<b>overload:</b>_(3)	0	7	0	0	0	gvg_042	shaman	0	0	0	7	3	0	0	7	0	0	0	minion	0	True	0	0	0	0	0	0	neptulon	ruan_jia	0	0	legendary		0	1	0
237	0	core	0	0	transform_a_minion_into_a_0/1_frog_with_<b>taunt</b>.	0	3	0	0	0	ex1_246	shaman	0	0	0		0	0	0		0	0	0	spell	0	True	0	0	0	0	0	0	hex	steve_hui	0	0	free		0	0	0
238	0	gvg	0	0	whenever_your_opponent_casts_a_spell,_gain_+2_attack.	0	4	0	0	0	gvg_068	neutral	0	0	0	3	0	0	0	5	0	0	0	minion	0	True	0	0	0	0	0	0	burly_rockjaw_trogg	aleksi_briclot	0	0	common		0	0	0
239	0	naxx	0	0	<b>taunt._deathrattle:</b>_your_opponent_puts_a_minion_from_their_deck_into_the_battlefield.	0	3	0	0	0	fp1_009	neutral	0	0	0	2	0	0	0	8	0	0	0	minion	0	True	1	0	0	1	0	0	deathlord	ben_olson	0	0	rare		0	0	0
240	0	tgt	1	0	<b>inspire:</b>_summon_a_random_murloc.	0	4	0	0	0	at_076	paladin	0	0	0	3	0	0	0	4	0	0	0	minion	0	True	0	0	0	0	0	0	murloc_knight	sam_nielson	0	0	common	murloc	0	0	0
241	0	tgt	0	0	transform_a_minion_into_a_4/2_boar_with_<b>charge</b>.	0	3	0	0	0	at_005	mage	0	0	0		0	0	0		0	0	0	spell	0	True	0	0	0	0	0	0	polymorph:_boar	mike_sass	0	0	rare		0	0	0
242	0	tgt	0	0	restore_#5_health.	0	1	0	0	0	at_055	priest	0	0	0		0	0	0		0	0	0	spell	0	True	0	0	0	0	0	0	flash_heal	marcelo_vignali	0	0	common		0	0	0
243	0	core	0	0		0		0	0	0	hero_07	warlock	0	0	0		0	0	0	30	0	0	0	hero	0	True	0	0	0	0	0	0	gul'dan		0	0	free		0	0	0
244	0	expert1	0	0	<b>battlecry:</b>_<b>freeze</b>_a_character.	1	6	0	0	0	ex1_283	neutral	0	0	0	5	0	0	0	5	0	0	0	minion	0	True	0	0	0	0	0	0	frost_elemental	dan_scott	0	0	common		0	1	0
245	0	expert1	0	0	<b>battlecry:</b>_choose_a_minion_and_become_a_copy_of_it.	0	5	0	0	0	ex1_564	neutral	0	0	0	3	0	0	0	3	0	0	0	minion	0	True	0	0	0	0	0	0	faceless_manipulator	raymond_swanland	0	0	epic		0	1	0
246	0	og	0	0	<b>discover</b>_a_<b>deathrattle</b>_card.	0	1	0	0	0	og_072	rogue	0	0	0		0	0	0		0	0	0	spell	0	True	0	0	0	0	0	0	journey_below	zoltan_boros	0	0	rare		0	0	0
247	0	expert1	0	0	<b>taunt</b>	0	1	0	0	0	ex1_405	neutral	0	0	0	0	0	0	0	4	0	0	0	minion	0	True	1	0	0	0	0	0	shieldbearer	carl_critchlow	0	0	common		0	0	0
248	0	core	0	0	<b>battlecry:</b>_deal_2_damage.	0	5	0	0	0	cs2_150	neutral	0	0	0	4	0	0	0	2	0	0	0	minion	0	True	0	0	0	0	0	0	stormpike_commando	kev_walker	0	0	common		0	1	0
249	0	brm	0	0	<b>battlecry:</b>_if_your_opponent_has_15_or_less_health,_gain_+3/+3.	0	6	0	0	0	brm_024	neutral	0	0	0	6	0	0	0	6	0	0	0	minion	0	True	0	0	0	0	0	0	drakonid_crusher	slawomir_maniak	0	0	common	dragon	0	1	0
250	0	core	0	0	give_your_totems_+2_health.	0	0	0	0	0	ex1_244	shaman	0	0	0		0	0	0		0	0	0	spell	0	True	0	0	0	0	0	0	totemic_might	trent_kaniuga	0	0	common		0	0	0
251	0	naxx	0	0	your_minions_trigger_their_<b>deathrattles</b>_twice.	0	4	0	0	0	fp1_031	neutral	0	0	0	1	0	0	0	7	0	0	0	minion	1	True	0	0	0	0	0	0	baron_rivendare	ralph_horsley	0	0	legendary		0	0	0
252	0	naxx	0	0	<b>deathrattle:</b>_summon_two_1/1_spectral_spiders.	0	2	0	0	0	fp1_002	neutral	0	0	0	1	0	0	0	2	0	0	0	minion	0	True	0	0	0	1	0	0	haunted_creeper	j._curtis_cranford	0	0	common	beast	0	0	0
253	0	expert1	0	0	your_minions_cost_(3)_more.	0	5	0	0	0	cs2_227	neutral	0	0	0	7	0	0	0	6	0	0	0	minion	1	True	0	0	0	0	0	0	venture_co._mercenary	john_polidora	0	0	common		0	0	0
254	0	hero_skins	0	0		0		0	0	0	hero_08b	mage	0	0	0		0	0	0	30	0	0	0	hero	0	True	0	0	0	0	0	0	khadgar		0	0	epic		0	0	0
255	0	expert1	0	0	<b>secret:</b>_when_a_minion_attacks_your_hero,_destroy_it.	0	3	0	0	0	ex1_594	mage	0	0	0		0	1	0		0	0	0	spell	0	True	0	0	0	0	0	0	vaporize	raymond_swanland	0	0	rare		0	0	0
256	0	loe	0	0	<b>deathrattle:</b>_deal_1_damage_to_a_random_enemy.	0	2	0	0	0	loe_046	neutral	0	0	0	3	0	0	0	2	0	0	0	minion	0	True	0	0	0	1	0	0	huge_toad	matt_dixon	0	0	common	beast	0	0	0
257	0	core	0	0		0		0	0	0	hero_04	paladin	0	0	0		0	0	0	30	0	0	0	hero	0	True	0	0	0	0	0	0	uther_lightbringer		0	0	free		0	0	0
258	0	brm	0	0	<b>deathrattle:</b>_replace_your_hero_with_ragnaros,_the_firelord.	0	9	0	0	0	brm_027	neutral	0	0	0	9	0	0	0	7	0	0	0	minion	0	True	0	0	0	1	0	0	majordomo_executus	alex_horley_orlandelli	0	0	legendary		0	0	0
259	0	expert1	0	0	<b>windfury,_charge,_divine_shield,_taunt</b>	0	8	1	0	0	new1_010	shaman	1	0	0	3	0	0	0	5	0	0	0	minion	0	True	1	0	0	0	0	0	al'akir_the_windlord	raymond_swanland	0	1	legendary		0	0	0
260	0	core	0	0		0	2	0	0	0	cs2_172	neutral	0	0	0	3	0	0	0	2	0	0	0	minion	0	True	0	0	0	0	0	0	bloodfen_raptor	dan_brereton	0	0	free	beast	0	0	0
261	0	og	0	0	your_weapons_cost_(2)_less.	0	4	0	0	0	og_322	neutral	0	0	0	2	0	0	0	5	0	0	0	minion	0	True	0	0	0	0	0	0	blackwater_pirate	max_grecke	0	0	rare	pirate	0	0	0
262	0	core	0	0	<b>spell_damage_+1</b>	0	2	0	0	0	cs2_142	neutral	0	0	0	2	0	0	0	2	1	0	0	minion	0	True	0	0	0	0	0	0	kobold_geomancer	gabor_szikszai	0	0	common		0	0	0
263	0	tgt	1	0	<b>inspire:</b>_give_your_other_minions_+1/+1.	0	5	0	0	0	at_090	neutral	0	0	0	4	0	0	0	3	0	0	0	minion	0	True	0	0	0	0	0	0	mukla's_champion	andrew_hou	0	0	common	beast	0	0	0
264	0	expert1	0	0	<b>battlecry:</b>_each_player_draws_2_cards.	0	3	0	0	0	ex1_050	neutral	0	0	0	2	0	0	0	2	0	0	0	minion	0	True	0	0	0	0	0	0	coldlight_oracle	steve_prescott	0	0	rare	murloc	0	1	0
265	0	core	0	0	deal_$4_damage_to_a_minion.	0	3	0	0	0	cs2_057	warlock	0	0	0		0	0	0		0	0	0	spell	0	True	0	0	0	0	0	0	shadow_bolt	dave_allsop	0	0	free		0	0	0
266	0	tgt	1	0	<b>inspire:</b>_restore_2_health_to_your_hero.	0	4	0	0	0	at_091	neutral	0	0	0	1	0	0	0	8	0	0	0	minion	0	True	0	0	0	0	0	0	tournament_medic	sean_mcnally	0	0	common		0	0	0
267	0	gvg	0	0		0	5	0	0	0	gvg_070	neutral	0	0	0	7	0	0	0	4	0	0	0	minion	0	True	0	0	0	0	0	0	salty_dog	alex_horley_orlandelli	0	0	common	pirate	0	0	0
268	0	gvg	0	0	your_hero_power_can_target_minions.	0	2	0	0	0	gvg_087	hunter	0	0	0	2	0	0	0	3	0	0	0	minion	0	True	0	0	0	0	0	0	steamwheedle_sniper	jun_kang	0	0	epic		0	0	0
269	0	expert1	0	0	whenever_this_minion_takes_damage,_draw_a_card.	0	3	0	0	0	ex1_007	neutral	0	0	0	1	0	0	0	3	0	0	0	minion	0	True	0	0	0	0	0	0	acolyte_of_pain	dave_kendall	0	0	common		0	0	0
270	0	expert1	0	0	this_minion's_attack_is_always_equal_to_its_health.	0	4	0	0	0	ex1_335	priest	0	0	0	0	0	0	0	5	0	0	0	minion	0	True	0	0	0	0	0	0	lightspawn	daarken	0	0	common		0	0	0
271	0	core	0	0	gain_2_mana_crystals_this_turn_only.	0	0	0	0	0	ex1_169	druid	0	0	0		0	0	0		0	0	0	spell	0	True	0	0	0	0	0	0	innervate	doug_alexander	0	0	free		0	0	0
272	0	tgt	0	0	add_2_random_class_cards_to_your_hand_<i>(from_your_opponent's_class)</i>.	0	3	0	0	0	at_033	rogue	0	0	0		0	0	0		0	0	0	spell	0	True	0	0	0	0	0	0	burgle	matt_dixon	0	0	rare		0	0	0
273	0	gvg	0	0	restore_#3_health._if_the_target_is_still_damaged,_summon_a_lightwarden.	0	1	0	0	0	gvg_012	priest	0	0	0		0	0	0		0	0	0	spell	0	True	0	0	0	0	0	0	light_of_the_naaru	jesper_ejsing	0	0	rare		0	0	0
274	0	loe	0	0	<b>battlecry:_discover</b>_a_beast.	0	4	0	0	0	loe_047	neutral	0	0	0	3	0	0	0	3	0	0	0	minion	0	True	0	0	0	0	0	0	tomb_spider	turovec_konstantin	0	0	common	beast	0	1	0
275	0	expert1	0	0	<b>battlecry:</b>_the_next_<b>secret</b>_you_play_this_turn_costs_(0).	0	3	0	0	0	ex1_612	mage	0	0	0	4	0	0	0	3	0	0	0	minion	0	True	0	0	0	0	0	0	kirin_tor_mage	popo_wei	0	0	rare		0	1	0
276	0	gvg	0	0	deal_$1_damage_to_a_random_minion._repeat_until_a_minion_dies.	0	3	0	0	0	gvg_050	warrior	0	0	0		0	0	0		0	0	0	spell	0	True	0	0	0	0	0	0	bouncing_blade	andrew_hou	0	0	epic		0	0	0
277	0	og	0	0	at_the_start_of_your_turn,_set_this_minion's_attack_to_7.	0	5	0	0	0	og_200	neutral	0	0	0	0	0	0	0	7	0	0	0	minion	0	True	0	0	0	0	0	0	validated_doomsayer	dan_orizio	0	0	epic		0	0	0
278	0	expert1	0	0	<b>stealth</b>	0	3	0	0	0	ex1_017	neutral	0	0	0	4	0	0	0	2	0	0	0	minion	0	True	0	0	0	0	1	0	jungle_panther	jaemin_kim	0	0	common	beast	0	0	0
279	0	core	0	0	restore_a_minion_to_full_health_and_give_it_<b>taunt</b>.	0	0	0	0	0	cs2_041	shaman	0	0	0		0	0	0		0	0	0	spell	0	True	0	0	0	0	0	0	ancestral_healing	dan_scott	0	0	free		0	0	0
280	0	gvg	0	0	<b>spell_damage_+1</b>	0	3	0	0	0	gvg_123	mage	0	0	0	3	0	0	0	3	1	0	0	minion	0	True	0	0	0	0	0	0	soot_spewer	phil_saunders	0	0	rare	mechanical	0	0	0
281	0	expert1	0	0	whenever_you_cast_a_spell,_summon_a_1/1_violet_apprentice.	0	4	0	0	0	new1_026	neutral	0	0	0	3	0	0	0	5	0	0	0	minion	0	True	0	0	0	0	0	0	violet_teacher	james_ryman	0	0	rare		0	0	0
282	0	core	0	0		0	3	0	0	0	cs2_118	neutral	0	0	0	5	0	0	0	1	0	0	0	minion	0	True	0	0	0	0	0	0	magma_rager	matt_gaser	0	0	free		0	0	0
283	0	gvg	0	0	at_the_end_of_your_turn,_restore_4_health_to_your_hero.	0	2	0	0	0	gvg_039	shaman	0	0	0	0	0	0	0	3	0	0	0	minion	0	True	0	0	0	0	0	0	vitality_totem	guangjian_huang	0	0	rare	totem	0	0	0
284	0	loe	0	0	"both_players_have
<b>spell_damage_+2</b>."	0	4	0	0	0	loe_051	druid	0	0	0	4	0	0	0	4	2	0	0	minion	0	True	0	0	0	0	0	0	jungle_moonkin	mike_sass	0	0	rare	beast	0	0	0
285	0	core	0	0	gain_an_empty_mana_crystal.	0	2	0	0	0	cs2_013	druid	0	0	0		0	0	0		0	0	0	spell	0	True	0	0	0	0	0	0	wild_growth	james_ryman	0	0	free		0	0	0
286	0	tgt	0	0	<b>battlecry:</b>_summon_any_random_totem.	0	3	0	0	0	at_046	shaman	0	0	0	3	0	0	0	2	0	0	0	minion	0	True	0	0	0	0	0	0	tuskarr_totemic	eva_widermann	0	0	common		0	1	0
287	0	core	0	0	return_all_minions_to_their_owner's_hand.	0	6	0	0	0	new1_004	rogue	0	0	0		0	0	0		0	0	0	spell	0	True	0	0	0	0	0	0	vanish	sean_oâ€™daniels	0	0	common		0	0	0
288	0	brm	0	0	"deal_$2_damage.
unlock_your_<b>overloaded</b>_mana_crystals."	0	2	0	0	0	brm_011	shaman	0	0	0		0	0	0		0	0	0	spell	0	True	0	0	0	0	0	0	lava_shock	zoltan_boros	0	0	rare		0	0	0
289	0	expert1	0	0	adjacent_minions_have_+1_attack.	0	2	0	0	1	ex1_162	neutral	0	0	0	2	0	0	0	2	0	0	0	minion	1	True	0	0	0	0	0	0	dire_wolf_alpha	john_dickenson	0	0	common	beast	0	0	0
290	0	brm	0	0	<b>battlecry:</b>_if_you're_holding_a_dragon,_gain_+1/+1._	0	3	0	0	0	brm_033	neutral	0	0	0	2	0	0	0	4	0	0	0	minion	0	True	0	0	0	0	0	0	blackwing_technician	matt_dixon	0	0	common		0	1	0
291	0	core	0	0	destroy_an_enemy_minion.	0	5	0	0	0	cs2_076	rogue	0	0	0		0	0	0		0	0	0	spell	0	True	0	0	0	0	0	0	assassinate	glenn_rane	0	0	free		0	0	0
292	0	core	0	0	give_your_minions_+3_attack_this_turn.	0	5	0	0	0	cs2_046	shaman	0	0	0		0	0	0		0	0	0	spell	0	True	0	0	0	0	0	0	bloodlust	luca_zontini	0	0	common		0	0	0
293	0	expert1	0	0	<b>windfury</b>	0	1	0	0	0	cs2_169	neutral	0	0	0	1	0	0	0	1	0	0	0	minion	0	True	0	0	0	0	0	0	young_dragonhawk	greg_hildebrandt	0	1	common	beast	0	0	0
294	0	brm	0	0	deal_$1_damage_to_all_minions._if_you_have_12_or_less_health,_deal_$3_damage_instead.	0	2	0	0	0	brm_015	warrior	0	0	0		0	0	0		0	0	0	spell	0	True	0	0	0	0	0	0	revenge	ben_olson	0	0	rare		0	0	0
295	0	tgt	0	0	<b>choose_one_-</b>_transform_to_gain_<b>charge</b>;_or_+1/+1_and_<b>stealth</b>.	0	2	0	0	0	at_042	druid	0	1	0	2	0	0	0	1	0	0	0	minion	0	True	0	0	0	0	0	0	druid_of_the_saber	arthur_gimaldinov	0	0	common		0	0	0
296	0	og	0	0	at_the_start_of_your_turn,_put_a_10-cost_minion_from_your_deck_into_your_hand.	0	6	0	0	0	og_290	neutral	0	0	0	4	0	0	0	6	0	0	0	minion	0	True	0	0	0	0	0	0	ancient_harbinger	zoltan_boros	0	0	epic		0	0	0
297	0	expert1	0	0	<b>spell_damage_+5</b>	0	9	0	0	0	ex1_563	neutral	0	0	0	4	0	0	0	12	5	0	0	minion	0	True	0	0	0	0	0	0	malygos	michael_komarck	0	0	legendary	dragon	0	0	0
298	0	core	0	0	deal_$1_damage_to_all_enemy_minions._draw_a_card.	0	3	0	0	0	ex1_129	rogue	0	0	0		0	0	0		0	0	0	spell	0	True	0	0	0	0	0	0	fan_of_knives	andrew_robinson	0	0	common		0	0	0
299	0	brm	0	0	<b>battlecry:</b>_deal_2_damage_to_all_undamaged_enemy_minions.	0	5	0	0	0	brm_008	rogue	0	0	0	4	0	0	0	3	0	0	0	minion	0	True	0	0	0	0	0	0	dark_iron_skulker	eric_braddock	0	0	rare		0	1	0
300	0	gvg	0	0	deal_$2-$4_damage_to_a_minion._summon_a_1/1_imp_for_each_damage_dealt.	0	4	0	0	0	gvg_045	warlock	0	0	0		0	0	0		0	0	0	spell	0	True	0	0	0	0	0	0	imp-losion	jaemin_kim	0	0	rare		0	0	0
301	0	og	0	0	your_<b>choose_one</b>_cards_have_both_effects_combined.	0	4	0	0	0	og_044	druid	0	0	0	3	0	0	0	5	0	0	0	minion	1	True	0	0	0	0	0	0	fandral_staghelm	anton_zemskov	0	0	legendary		0	0	0
302	0	og	0	0	at_the_end_of_your_turn,_put_a_minion_from_your_deck_into_the_battlefield.	0	10	0	0	0	og_042	neutral	0	0	0	10	0	0	0	10	0	0	0	minion	0	True	0	0	0	0	0	0	y'shaarj,_rage_unbound	samwise	0	0	legendary		0	0	0
303	0	tgt	0	3	your_hero_power_gives_this_weapon_+1_attack_instead_of_replacing_it.	0	4	0	0	0	at_034	rogue	0	0	0	1	0	0	0		0	0	0	weapon	0	True	0	0	0	0	0	0	poisoned_blade	nutthapon_petchthai	0	0	epic		0	0	0
304	0	expert1	0	0	<b>taunt</b>._<b>deathrattle:</b>_deal_2_damage_to_all_characters.	0	5	0	0	0	ex1_097	neutral	0	0	0	4	0	0	0	4	0	0	0	minion	0	True	1	0	0	1	0	0	abomination	alex_horley_orlandelli	0	0	rare		0	0	0
305	0	expert1	0	0	your_minions_can't_be_reduced_below_1_health_this_turn._draw_a_card.	0	2	0	0	0	new1_036	warrior	0	0	0		0	0	0		0	0	0	spell	0	True	0	0	0	0	0	0	commanding_shout	wayne_reynolds	0	0	rare		0	0	0
306	0	gvg	0	0	<b>battlecry:</b>_if_you_have_a_mech,_deal_4_damage_randomly_split_among_all_enemies.	0	4	0	0	0	gvg_004	mage	0	0	0	5	0	0	0	4	0	0	0	minion	0	True	0	0	0	0	0	0	goblin_blastmage	glenn_rane	0	0	rare		0	1	0
307	0	gvg	0	0	trigger_all_<b>deathrattles</b>_on_your_minions.	0	2	0	0	0	gvg_026	hunter	0	0	0		0	0	0		0	0	0	spell	0	True	0	0	0	0	0	0	feign_death	luca_zontini	0	0	epic		0	0	0
308	0	core	0	0	<b>battlecry:</b>_deal_1_damage.	0	3	0	0	0	cs2_141	neutral	0	0	0	2	0	0	0	2	0	0	0	minion	0	True	0	0	0	0	0	0	ironforge_rifleman	tooth	0	0	common		0	1	0
309	0	og	0	0	"<b>taunt</b>
<b>battlecry:</b>_copy_a_friendly_minion's_attack_and_health."	0	4	0	0	0	og_174	neutral	0	0	0	1	0	0	0	1	0	0	0	minion	0	True	1	0	0	0	0	0	faceless_shambler	alex_alexandrov	0	0	epic		0	1	0
310	0	expert1	0	0	<b>battlecry:</b>_equip_a_2/2_weapon.	0	4	0	0	0	ex1_398	warrior	0	0	0	3	0	0	0	3	0	0	0	minion	0	True	0	0	0	0	0	0	arathi_weaponsmith	samwise	0	0	common		0	1	0
311	0	loe	0	0	<b>battlecry:_discover</b>_a_spell.	0	5	0	0	0	loe_003	mage	0	0	0	6	0	0	0	3	0	0	0	minion	0	True	0	0	0	0	0	0	ethereal_conjurer	ben_zhang	0	0	common		0	1	0
312	0	loe	0	0	deal_$3_damage._shuffle_a_'roaring_torch'_into_your_deck_that_deals_6_damage.	0	3	0	0	0	loe_002	mage	0	0	0		0	0	0		0	0	0	spell	0	True	0	0	0	0	0	0	forgotten_torch	richard_wright	0	0	common		0	0	0
313	0	og	0	0	<b>battlecry:</b>_summon_your_<b>deathrattle</b>_minions_that_died_this_game.	0	10	0	0	0	og_133	neutral	0	0	0	5	0	0	0	7	0	0	0	minion	0	True	0	0	0	0	0	0	n'zoth,_the_corruptor	tyson_murphy	0	0	legendary		0	1	0
314	0	gvg	0	0	<b>battlecry:</b>_deal_3_damage_to_each_hero.	0	1	0	0	0	gvg_009	priest	0	0	0	2	0	0	0	1	0	0	0	minion	0	True	0	0	0	0	0	0	shadowbomber	matt_dixon	0	0	epic		0	1	0
315	0	expert1	0	0	at_the_end_of_your_turn,_add_a_dream_card_to_your_hand.	0	9	0	0	0	ex1_572	neutral	0	0	0	4	0	0	0	12	0	0	0	minion	0	True	0	0	0	0	0	0	ysera	gabor_szikszai	0	0	legendary	dragon	0	0	0
316	0	gvg	0	0	restore_#4_health_to_your_hero_and_gain_+2_attack_this_turn.	0	2	0	0	0	gvg_057	paladin	0	0	0		0	0	0		0	0	0	spell	0	True	0	0	0	0	0	0	seal_of_light	jason_chan	0	0	common		0	0	0
317	0	tgt	0	0	draw_2_cards._<b>overload:</b>_(2).	0	2	0	0	0	at_053	shaman	0	0	0		2	0	0		0	0	0	spell	0	True	0	0	0	0	0	0	ancestral_knowledge	zoltan_&_gabor	0	0	common		0	0	0
318	0	core	0	0	change_a_minion's_health_to_1.	0	1	0	0	0	cs2_084	hunter	0	0	0		0	0	0		0	0	0	spell	0	True	0	0	0	0	0	0	hunter's_mark	jimmy_lo	0	0	common		0	0	0
319	0	og	0	0	whenever_this_attacks_and_kills_a_minion,_it_may_attack_again.	0	8	0	0	0	og_308	hunter	0	0	0	8	0	0	0	8	0	0	0	minion	0	True	0	0	0	0	0	0	giant_sand_worm	slawomir_maniak	0	0	epic	beast	0	0	0
320	0	core	0	0	<b>spell_damage_+1</b>	0	3	0	0	0	ex1_582	neutral	0	0	0	1	0	0	0	4	1	0	0	minion	0	True	0	0	0	0	0	0	dalaran_mage	jim_nelson	0	0	common		0	0	0
321	0	expert1	0	0	<b>battlecry:</b>_destroy_your_hero_and_replace_it_with_lord_jaraxxus.	0	9	0	0	0	ex1_323	warlock	0	0	0	3	0	0	0	15	0	0	0	minion	0	True	0	0	0	0	0	0	lord_jaraxxus	alex_horley_orlandelli	0	0	legendary	demon	0	1	0
